,review
763,明白在当下拍一部这样的电影有多难，也见证了莫名其妙的压力和变故，但即便怀着某种电影外的尊重和期待去看，即便自己脑补没有删除女儿的死，即便真的结束在黑屏的那一瞬，这电影也没有那种真正击中人心的力量。导演想用“小”切口反应大灾难的做法没有成功，张九声奔逃出来看一眼女儿生前影像的执着，留下的是演技而没有共情，刘闺女想要夺胶片的动机和张九声看电影的动机，没有彼此作用着让情绪上升，而是一直彼此消解的。那个孩子的眼神和动作都难以令人信服，她不属于那个时代，她眼神里没有内化的恐惧和混沌。张艺谋把个人对电影、胶片和特殊年代灾难史的记忆混在一起，该拷问的和该抒情的彼此拽了对方的后腿。
764,吹过了
765,片子没思想、故事说不通、人物演不出、哎，视听语言很平庸。国师的准确定位是一位极优秀的摄影师，胶片风中沙的美具有时空的艺术穿透力，但是电影没有，最拉垮的仍然是故事与表演层面，故事无深度少趣味依靠牺牲故事逻辑的煽情走戏，人物演不出应有的时代感与贴合现实的人性纹理（导演占多半责任），只有范伟出现的段落才让人看得过瘾。说特烂又真犯不上，七十年代的物理空间与时代氛围的复原非常棒，画面称得上赏心悦目。单从艺术的角度来讲片子是极度缺乏生命力的，只有在那两个羊角辫花棉袄的美丽刘闺女出现时，才能真正让大家感受到张艺谋的内心，那是带着绝绝对对地，真情实意的。
766,"无论《山楂树》《归来》还是这部，最让我不喜欢的一点是，都讲得太直白了，甚至不如《影》之复杂。编剧技巧过于匠气，是它们失去灵气的原因之一。经过分析，我觉得，被剥离了时代背景，才是导致这些故事变得直白的主要原因。在创作中，当人物被剥离了环境，无非也就那么点赤裸裸的事儿：少年的纯爱、夫妻的坚贞和父女的羁绊。

对于明显被审查造成问题的电影，我是绝对不会体谅的：他追忆他所经历的那个时代，已经被审/查抹去了；而我正在经历的，是一个审/查泛滥的时代，我不可能假装一切都没发生，用所谓高分去遮掩审/查的存在。我只有不体谅，才能对他和他的时代表达最好的尊重。"
767,刘闺女有背景？演技这么烂
768,"很遗憾只能给这个版本三星，虽然不知道看不到的那些戏具体长啥样，但能想象传递的情绪是什么。而当前版本给我最直观的感受就是主题分散，电影之神圣/亲情与和解/时代与命运，这三个主题完全没有相辅相成的效果，很多东西感觉都没演完。一个戏里戏外、过去现在遭遇同样命运的电影，莫大讽刺。
当然还是保留了不少优点。男主对女儿一秒钟影像的执念，还有告别那场戏的美好的误解，都非常感人（本以为是美好的欺骗，那样更感人一些）；加上张译也演得极好，从渴求/急躁/狂怒到挣扎/绝望/释然，思绪空白却已泪流满面，心如刀剐却力无所释，层次分明入木三分。
张艺谋的确是返璞归真，拒绝花里胡哨，除了大的幕的转换会有时间的省略，小的剪辑节拍几乎就是按现实时间1:1同步，这样叙事很真实很舒服（在当今社会的阅读速度下尤为珍奇）"
769,最大的感觉就是荒谬，就像在听噪音。上次的《归来》，主角从劳改农场逃出来见家人，也是撕心裂肺。上回是失忆的妻子，这回是划伤和弄丢的胶片。那个年代不知道多少人被命运锤得粗野而讷言，精神生活又很荒凉。虽然后来文艺复苏了，但是底子还是薄，所以张艺谋的电影老是让我感觉空。
770,不清楚发生“技术问题”之前是什么样子，现在有点荒诞喜剧的范式，不过也许龙标上的版号是[2019]这件事也蛮荒诞的。张译演得真好。
771,残影余像，很适合了，电影里是，电影外也是。范伟太厉害，我觉得他跟张译换着演都行，但张译就不一定能演好范伟的角色。
772,可能是张艺谋对第五代导演创作史的一次集中回溯和缅怀：茫茫沙漠中人物与天地的构图关系来源于《一个和八个》《黄土地》，张九声和刘闺女你追我赶的叙事逻辑来源于《边走边唱》《一个都不能少》，阶级身份差异及群像互害的政治背景来源于《霸王别姬》《活着》，张译刘浩存直拧扭捏的表演方式来源于《红高粱》《我的父亲母亲》……最值得玩味的并不是被删减的角色前史和强行补拍的煽情结尾，而是银幕上上演的反人性电影《英雄儿女》与银幕下两个时代牺牲品的讽刺对比——当盲从的群众在向一个扭曲的宣传品进行精神朝圣时，他们对于真正发生在身边的迫害和诬陷却置若罔闻，这完全是对“十七年”及“文革”两段错误历史之所以发生的双重映射。伤痕和反思确实是张艺谋这位“黑五类”出身的导演永远迈不过去的一个坎儿，不过就电影本身来说还是拍得平淡了点。
773,"被删减的真相，无限延宕的一秒钟，人生太短，一秒太长。非常可惜未被呈现的部分，才是整出戏的动机源头，因这一切无法说出口的悲情，才是让这位父亲日夜兼程不顾一切反反复复回味此一秒的真正原因，理顺这些逻辑，巨大的感染力才得以发挥。按目前成品看，效果打折是无疑的。

编剧的技巧是有的，但剧作核心冲突重点放在胶片的送和还，且因背景的虚焦，有种人工感，如同某些布景与表演都有失真感。

“夹道欢迎”的胶片如迎圣体，这个意象堪称全片最“惊悚”，可惜并未深入延展下去；幕布上反射的百态人间映照台下千篇一律崇敬的仰望脸孔，一个被定制的群体，“电影创造了一个空间，在这里观众遭遇现实。”

被沙尘掩埋的胶片，如在时光中蒙尘的记忆。可以选择删去或隐埋，但不会选择遗忘或原谅。"
774,2.5 / 开头搭建了不错的框架，“表演”的虚构性作交互内核绝对是可以足够充实的推进方式，胶片的交付/遗失也恰恰证明了这种试图将影像与现实叠合的可能。但问题是之后就完全僵住了，人物的塑造与关系推动完全只靠剧本直接给出的情节（甚至多是掩不住的巧合），演员的表演也愈发将这种叙事中蕴藏的情动与自身剥离开来（“我在表演”四个大字）。《红高粱》之后三十多年，张艺谋依然掉在这种文本是文本影像是影像最终只有文本叠加影像/影像翻译文本的尴尬里，依然只能把历史元素处理为干瘪的时代标志物，依然不凭靠某种与观众共享的预设就没法叙事没法塑造人物，依然只拍得出粗暴的观点而匮乏于论证的内容（恐怕愈发靠拢王小帅），也已经没什么多余的力气再作解读或批评了。（或许《大红灯笼高高挂》是一个美丽的意外吧）
775,上映前大概对电影有个预测，“上限《山楂树》”，果不其然猜对了。作为一部有历史纪实意义的电影，既没有对社会现实的反映，又对人物性格刻画不深，不可谓不失败。但话又说回来，这个责任不能全部归咎于张艺谋，再想看到国师八九十年代的辉煌着实不大可能，其实何止他，我们所有人都回不到那个年代了（毕竟时光不会倒流）。
776,"为了赢得《陆犯焉识》同人文创作大赛的胜利。
在继《归来》后，张艺谋再次创作了《一秒钟》。
从影迷的角度来说，大家齐心协力修复胶片，还有张译看到女儿流泪的镜头，十分让人动容。"
777,可能是张艺谋对第五代导演创作史的一次集中回溯和缅怀：茫茫沙漠中人物与天地的构图关系来源于《一个和八个》《黄土地》，张九声和刘闺女你追我赶的叙事逻辑来源于《边走边唱》《一个都不能少》，阶级身份差异及群像互害的政治背景来源于《霸王别姬》《活着》，张译刘浩存直拧扭捏的表演方式来源于《红高粱》《我的父亲母亲》……最值得玩味的并不是被删减的角色前史和强行补拍的煽情结尾，而是银幕上上演的反人性电影《英雄儿女》与银幕下两个时代牺牲品的讽刺对比——当盲从的群众在向一个扭曲的宣传品进行精神朝圣时，他们对于真正发生在身边的迫害和诬陷却置若罔闻，这完全是对“十七年”及“文革”两段错误历史之所以发生的双重映射。伤痕和反思确实是张艺谋这位“黑五类”出身的导演永远迈不过去的一个坎儿，不过就电影本身来说还是拍得平淡了点。
778,"被删减的真相，无限延宕的一秒钟，人生太短，一秒太长。非常可惜未被呈现的部分，才是整出戏的动机源头，因这一切无法说出口的悲情，才是让这位父亲日夜兼程不顾一切反反复复回味此一秒的真正原因，理顺这些逻辑，巨大的感染力才得以发挥。按目前成品看，效果打折是无疑的。

编剧的技巧是有的，但剧作核心冲突重点放在胶片的送和还，且因背景的虚焦，有种人工感，如同某些布景与表演都有失真感。

“夹道欢迎”的胶片如迎圣体，这个意象堪称全片最“惊悚”，可惜并未深入延展下去；幕布上反射的百态人间映照台下千篇一律崇敬的仰望脸孔，一个被定制的群体，“电影创造了一个空间，在这里观众遭遇现实。”

被沙尘掩埋的胶片，如在时光中蒙尘的记忆。可以选择删去或隐埋，但不会选择遗忘或原谅。"
779,2.5 / 开头搭建了不错的框架，“表演”的虚构性作交互内核绝对是可以足够充实的推进方式，胶片的交付/遗失也恰恰证明了这种试图将影像与现实叠合的可能。但问题是之后就完全僵住了，人物的塑造与关系推动完全只靠剧本直接给出的情节（甚至多是掩不住的巧合），演员的表演也愈发将这种叙事中蕴藏的情动与自身剥离开来（“我在表演”四个大字）。《红高粱》之后三十多年，张艺谋依然掉在这种文本是文本影像是影像最终只有文本叠加影像/影像翻译文本的尴尬里，依然只能把历史元素处理为干瘪的时代标志物，依然不凭靠某种与观众共享的预设就没法叙事没法塑造人物，依然只拍得出粗暴的观点而匮乏于论证的内容（恐怕愈发靠拢王小帅），也已经没什么多余的力气再作解读或批评了。（或许《大红灯笼高高挂》是一个美丽的意外吧）
